SITE NAME,COUNTRY,LATITUDE,LONGITUDE,MODIS SITE ID,FLUXNET ID,FLUXNET KEY ID
KAR,Greenland,69.6995,-32.9998,fn_dkandkar,N/A,N/A
Aurora,Greenland,67.1352,-47.2911,fn_dkaurora,N/A,N/A
NASA-E,Greenland,75,-29.9997,fn_dkdnasae,N/A,N/A
NASA-U,Greenland,73.8333,-49.4953,fn_dkdnasau,N/A,N/A
NGRIP,Greenland,75.0998,-42.3326,fn_dkdngrip,N/A,N/A
Tunu-N,Greenland,78.0168,-33.9939,fn_dkdtunun,N/A,N/A
Humboldt Gl.,Greenland,78.5266,-56.8305,fn_dkhumbdt,N/A,N/A
NASA-SE,Greenland,66.4797,-42.5002,fn_dknasase,N/A,N/A
DYE-2,Greenland,66.481,-46.28,fn_dknddye2,N/A,N/A
GITS,Greenland,77.1433,-61.095,fn_dkndgits,N/A,N/A
JAR1,Greenland,69.4984,-49.6816,fn_dkndjar1,N/A,N/A
JAR2,Greenland,69.42,-50.0575,fn_dkndjar2,N/A,N/A
JAR3,Greenland,69.3954,-50.3104,fn_dkndjar3,N/A,N/A
KULU,Greenland,65.7584,-39.6018,fn_dkndkulu,N/A,N/A
Saddle,Greenland,66.0006,-44.5014,fn_dksaddle,N/A,N/A
South Dome,Greenland,63.1489,-44.8167,fn_dkstdome,N/A,N/A
Summit,Greenland,72.5794,-38.5042,fn_dksummit,N/A,N/A
Swiss Camp,Greenland,69.5732,-49.5952,fn_dkswcamp,N/A,N/A
Siikaneva (NECC),Finland,61.83268333,24.19278333,fn_fisiiknv,N/A,N/A
Soldankyla/Pallas,Finland,67.27,26.633,fn_fisoldpa,N/A,N/A
Sardinia/Arca di Noe,Italy,40.60611111,8.150555556,fn_itardnoe,N/A,N/A
Mase Paddy,Japan,36.053972,140.026917,fn_jpmpaddy,N/A,N/A
Ny-Alesund,Norway,78.9,11.9,fn_nyalesun,N/A,N/A
Cherskii,Russia,69,161,fn_ruchskii,RU-Che,ru.cherskii.01
Tiksi,Russia,71.6,128.9,fn_rutiksi1,N/A,N/A
Barrow,USA,71.32,-156.61,fn_usbarrow,N/A,N/A
ARM Southern Great Plains burn site- Lamont- Oklahoma,USA,35.54974,-98.04023,fn_usokarmb,N/A,N/A
ARM Southern Great Plains control site- Lamont- Oklahoma,USA,35.54649,-98.04006,fn_usokarmc,N/A,N/A
